Date,Open,High,Low,Close,Volume,SMA20,SMA50,Signal,Daily Return,Volatility,Normalized Close
2025-01-02 00:00:00,248.93,249.1,241.82,243.85,55740731.0,,,0.0,,,100.0
2025-01-03 00:00:00,243.36,244.18,241.89,243.36,40244114.0,,,0.0,-0.2009432027885949,,99.7990567972114
2025-01-06 00:00:00,244.31,247.33,243.2,245.0,45045571.0,,,0.0,0.6738987508218219,,100.47160139429978
2025-01-07 00:00:00,242.98,245.55,241.35,242.21,40855960.0,,,0.0,-1.138775510204082,,99.32745540291164
2025-01-08 00:00:00,241.92,243.71,240.05,242.7,37628940.0,,,0.0,0.20230378597083654,,99.52839860570022
2025-01-10 00:00:00,240.01,240.16,233.0,236.85,61710856.0,,,0.0,-2.410383189122367,,97.12938281730572
2025-01-13 00:00:00,233.53,234.67,229.72,234.4,49630725.0,,,0.0,-1.034409964112304,,96.12466680336273
2025-01-14 00:00:00,234.75,236.12,232.47,233.28,39435294.0,,,0.0,-0.4778156996587013,,95.66536805413163
2025-01-15 00:00:00,234.64,238.96,234.43,237.87,39831969.0,,,0.0,1.967592592592604,,97.54767274964118
2025-01-16 00:00:00,237.35,238.01,228.03,228.26,71759052.0,,,0.0,-4.040021860680209,,93.60672544597088
2025-01-17 00:00:00,232.12,232.29,228.48,229.98,68488301.0,,,0.0,0.753526680101646,,94.31207709657576
2025-01-21 00:00:00,224.0,224.42,219.38,222.64,98070429.0,,,0.0,-3.1915818766849346,,91.30202993643634
2025-01-22 00:00:00,219.79,224.12,219.79,223.83,64126500.0,,,0.0,0.5344951491196737,,91.79003485749438
2025-01-23 00:00:00,224.74,227.03,222.3,223.66,60234760.0,,,0.0,-0.07595049814592691,,91.72031986877178
2025-01-24 00:00:00,224.78,225.63,221.41,222.78,54697907.0,,,0.0,-0.3934543503532173,,91.35944228009022
2025-01-27 00:00:00,224.02,232.15,223.98,229.86,94863418.0,,,0.0,3.17802316186373,,94.26286651630102
2025-01-28 00:00:00,230.85,240.19,230.81,238.26,75707569.0,,,0.0,3.654398329417896,,97.70760713553413
