Date,Open,High,Low,Close,Volume,SMA20,SMA50,Daily Return,Volatility,Normalized Close
2025-11-24,179.49,183.5,176.48,182.55,256618335,192.5025,186.5564,2.051654740608244,2.963001425681039,131.98611814040925
2025-11-25,174.91,178.16,169.55,177.82,320600271,191.34199999999998,186.61520000000002,-2.5910709394686537,2.7419259004364895,128.56626418914033
2025-11-26,181.63,182.91,178.24,180.26,183852010,190.003,186.81459999999998,1.3721741086492045,2.653657169622506,130.33041717880124
2025-11-28,179.01,179.29,176.5,177.0,121332776,188.70850000000002,186.8298,-1.8084988350160813,2.648777355087069,127.97339310245101
2025-12-01,174.76,180.3,173.68,179.92,188130955,187.58,186.8948,1.6497175141242826,2.6970422334975828,130.08459258188128
2025-12-02,181.76,185.66,180.0,181.46,182632230,186.30900000000003,186.8518,0.8559359715429204,2.6427386503802697,131.19803340322466
2025-12-03,181.08,182.45,179.11,179.59,165138023,185.35399999999998,186.875,-1.030530144384445,2.5266095716594172,129.84599812016484
2025-12-04,181.62,184.52,179.96,183.38,167364857,184.7625,187.0032,2.110362492343665,2.571013365996597,132.58621936230207
2025-12-05,183.89,184.66,180.91,182.41,143971098,184.47899999999998,187.09759999999997,-0.5289562656778268,2.4473169720175374,131.88489624755982
2025-12-08,182.64,188.0,182.4,185.55,204378106,184.349,187.24480000000003,1.721396853242707,2.4819107032238685,134.1551587014677
2025-12-09,185.56,185.72,183.32,184.97,144719705,183.64499999999998,187.30720000000002,-0.31258420910806883,2.0674889666049383,133.73581085966308
2025-12-10,184.97,185.48,182.04,183.78,162785370,183.176,187.25120000000004,-0.6433475698761959,1.9762634384875717,132.8754247704432
2025-12-11,180.28,181.32,176.62,180.93,182136641,182.53249999999997,187.125,-1.5507672216780954,1.9928704185660997,130.81483623743765
2025-12-12,181.11,182.82,174.62,175.02,204274918,181.94050000000001,186.84759999999997,-3.2664566406897633,1.966885537013544,126.54182633215241
2025-12-15,177.94,178.42,175.03,176.29,164775636,181.24650000000003,186.621,0.7256313564163897,1.9220786094416595,127.4600535030005
2025-12-16,176.26,178.49,174.9,177.72,148588098,180.8025,186.4646,0.8111634239037935,1.9043551634856364,128.49396283710504
2025-12-17,176.1,176.13,170.31,170.94,222775464,180.2815,186.1826,-3.8149898717083075,1.9876869802173447,123.59193116911287
2025-12-18,174.53,176.15,171.82,174.14,176096001,179.6625,185.8832,1.8720018720018716,1.9179333669190537,125.90557443424191
2025-12-19,176.67,181.45,176.34,180.99,324925927,179.68,185.6516,3.933616630297476,2.0199564215860515,130.85821704865882
2025-12-22,183.92,184.16,182.35,183.69,129064369,179.9205,185.6622,1.4917951268025753,2.0307216008028153,132.81035355361144
2025-12-23,182.97,189.33,182.9,189.21,174873621,180.25349999999997,185.68,3.005062877674347,2.088033802756184,136.80138818595907
2025-12-24,187.94,188.91,186.59,188.61,65528545,180.793,185.8516,-0.31710797526557366,1.9875430438206394,136.36758007374738
2025-12-26,189.92,192.69,188.0,190.53,139740292,181.3065,186.06560000000002,1.0179735963098402,1.9791763038397396,137.75576603282482
2025-12-29,187.71,188.76,185.91,188.22,120006103,181.8675,186.1938,-1.2124074948826946,1.9500899437749997,136.0856048008098
2025-12-30,188.24,188.99,186.93,187.54,97687274,182.24849999999998,186.2802,-0.3612793539475079,1.9299793255892899,135.59395560696984
2025-12-31,189.57,190.56,186.49,186.5,120100484,182.5005,186.3574,-0.5545483630158832,1.9314930767675507,134.8420215458029
