Date,Open,High,Low,Close,Volume
1/2/2025 16:00:00,136,138.88,134.63,138.31,198247166
1/3/2025 16:00:00,140.01,144.9,139.73,144.47,229322478
1/6/2025 16:00:00,148.59,152.16,147.82,149.43,265377359
1/7/2025 16:00:00,153.03,153.13,140.01,140.14,351782174
1/8/2025 16:00:00,142.58,143.95,137.56,140.11,227349948
1/10/2025 16:00:00,137.45,139.92,134.22,135.91,207602514
1/13/2025 16:00:00,129.99,133.49,129.51,133.23,204808914
1/14/2025 16:00:00,136.05,136.38,130.05,131.76,195590485
1/15/2025 16:00:00,133.65,136.45,131.29,136.24,185217338
1/16/2025 16:00:00,138.64,138.75,133.49,133.57,209235583
1/17/2025 16:00:00,136.69,138.5,135.46,137.71,201188760
1/21/2025 16:00:00,139.16,141.83,137.09,140.83,197748985
1/22/2025 16:00:00,144.66,147.79,143.67,147.07,237651395
1/23/2025 16:00:00,145.05,147.23,143.72,147.22,155915549
1/24/2025 16:00:00,148.37,148.97,141.88,142.62,234657635
1/27/2025 16:00:00,124.8,128.4,116.7,118.42,818830895
1/28/2025 16:00:00,121.81,129,116.25,128.99,579666350
1/29/2025 16:00:00,126.5,126.89,120.05,123.7,467120640
1/30/2025 16:00:00,123.1,125,118.1,124.65,392925469
1/31/2025 16:00:00,123.78,127.85,119.19,120.07,390372899
2/3/2025 16:00:00,114.75,118.57,113.01,116.66,371235677
2/4/2025 16:00:00,116.96,121.2,116.7,118.65,256550040
2/5/2025 16:00:00,121.76,125,120.76,124.83,263110629
2/6/2025 16:00:00,127.42,128.77,125.21,128.68,251483574
2/7/2025 16:00:00,129.22,130.37,125,129.84,228186298
2/10/2025 16:00:00,130.09,135,129.96,133.57,216989086
2/11/2025 16:00:00,132.58,134.48,131.02,132.8,178902379
2/12/2025 16:00:00,130.02,132.24,129.08,131.14,160278552
2/13/2025 16:00:00,131.56,136.5,131.17,135.29,197429975
2/14/2025 16:00:00,136.48,139.25,135.5,138.85,195479557
2/18/2025 16:00:00,141.27,143.44,137.93,139.4,219176627
2/19/2025 16:00:00,139.51,141.36,137.22,139.23,167536006
2/20/2025 16:00:00,140.03,140.66,136.79,140.11,143903583
2/21/2025 16:00:00,140.04,141.46,134.03,134.43,228217585
2/24/2025 16:00:00,136.56,138.59,130.08,130.28,251381137
2/25/2025 16:00:00,129.98,130.2,124.44,126.63,271428711
2/26/2025 16:00:00,129.99,133.73,128.49,131.28,322553814
2/27/2025 16:00:00,135,135.01,120.01,120.15,443175846
2/28/2025 16:00:00,118.02,125.09,116.4,124.92,389091145
3/3/2025 16:00:00,123.51,123.7,112.28,114.06,411381373
3/4/2025 16:00:00,110.65,119.31,110.11,115.99,398163305
3/5/2025 16:00:00,117.58,118.28,114.51,117.3,284337886
3/6/2025 16:00:00,113.53,115.35,110.22,110.57,321181861
3/7/2025 16:00:00,111.25,113.48,107.56,112.69,341755468
3/10/2025 16:00:00,109.9,111.85,105.46,106.98,366487363
3/11/2025 16:00:00,106.99,112.24,104.77,108.76,354865692
3/12/2025 16:00:00,114.12,116.76,112.88,115.74,323857454
3/13/2025 16:00:00,117.03,117.76,113.79,115.58,299033131
3/14/2025 16:00:00,118.61,121.88,118.15,121.67,277593455
3/17/2025 16:00:00,122.74,122.89,118.03,119.53,255501481
3/18/2025 16:00:00,118,119.02,114.54,115.43,299686944
3/19/2025 16:00:00,117.27,120.45,115.68,117.52,273426225
3/20/2025 16:00:00,116.55,120.2,116.47,118.53,248829749
3/21/2025 16:00:00,116.94,117.99,115.42,117.7,266498528
3/24/2025 16:00:00,119.88,122.22,119.34,121.41,228452534
3/25/2025 16:00:00,120.55,121.29,118.92,120.69,167447198
3/26/2025 16:00:00,118.73,118.84,112.71,113.76,296431667
3/27/2025 16:00:00,111.35,114.45,110.66,111.43,236902055
3/28/2025 16:00:00,111.49,112.87,109.07,109.67,229872549
3/31/2025 16:00:00,105.13,110.96,103.65,108.38,299212653
4/1/2025 16:00:00,108.52,110.2,106.47,110.15,222614034
4/2/2025 16:00:00,107.29,111.98,106.79,110.42,220601243
4/3/2025 16:00:00,103.51,105.63,101.6,101.8,338769412
4/4/2025 16:00:00,98.91,100.13,92.11,94.31,532273810
4/7/2025 16:00:00,87.46,101.75,86.62,97.64,611041347
4/8/2025 16:00:00,103.81,105.85,94.46,96.3,476243392
4/9/2025 16:00:00,98.89,115.1,97.53,114.33,612918336
4/10/2025 16:00:00,109.37,110.86,99.15,107.57,437812353
4/11/2025 16:00:00,108.5,111.55,107.48,110.93,313417265
4/14/2025 16:00:00,114.11,114.29,109.07,110.71,264705049
4/15/2025 16:00:00,110.97,113.62,110.5,112.2,228966900
4/16/2025 16:00:00,104.55,106.79,100.45,104.49,397016870
4/17/2025 16:00:00,104.45,104.47,100.05,101.49,292517465
4/21/2025 16:00:00,98.77,99.44,95.04,96.91,288501136
4/22/2025 16:00:00,98.78,99.81,97.28,98.89,241004784
4/23/2025 16:00:00,104.52,104.8,102.02,102.71,247525971
4/24/2025 16:00:00,103.48,106.54,103.11,106.43,220815041
4/25/2025 16:00:00,106.85,111.92,105.73,111.01,251064672
4/28/2025 16:00:00,109.69,110.37,106.02,108.73,207708479
4/29/2025 16:00:00,107.67,110.2,107.44,109.02,170444263
4/30/2025 16:00:00,104.47,108.92,104.08,108.92,235044611
5/1/2025 16:00:00,113.08,114.94,111.3,111.61,236121507
5/2/2025 16:00:00,114.18,115.4,113.37,114.5,190194778
